id,Texture_sol,Couleur_sol,Type_irrigation,Hauteur_Eau,Niveau_Engrais,Temperature_Actuelle,Densite_Tilapia_Are
1865,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),20,Fort (Zezika + NPK),tres froid,36
1866,Limoneux,Orange / Rouge,Pluvial,9,Fort (Zezika + NPK),chaud,31
1867,Sableux,Noiratre (Rich),Irrigue (Continu),5,Nul,tres froid,10
1868,Sableux,Brun-Grisatre,Pluvial,8,Fort (Zezika + NPK),très chaud,15
1869,Limoneux,Noiratre (Rich),Pluvial,14,Nul,tres froid,15
1870,Sableux,Orange / Rouge,Pluvial,11,Nul,très chaud,10
1871,Limoneux,Noiratre (Rich),Pluvial,8,Nul,tres froid,12
1872,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),20,Fort (Zezika + NPK),humide,46
1873,Sableux,Orange / Rouge,Irrigue (Continu),10,Fort (Zezika + NPK),froid,26
1874,Sableux,Noiratre (Rich),Pluvial,8,Nul,chaud,25
1875,Limoneux,Noiratre (Rich),Irrigue (Continu),5,Moyen (Zezika Omby),froid,20
1876,Sableux,Brun-Grisatre,Irrigue (Continu),9,Moyen (Zezika Omby),tres froid,11
1877,Limoneux,Orange / Rouge,Pluvial,9,Moyen (Zezika Omby),humide,10
1878,Sableux,Orange / Rouge,Irrigue (Continu),6,Fort (Zezika + NPK),chaud,37
1879,Limoneux,Noiratre (Rich),Irrigue (Continu),15,Fort (Zezika + NPK),tres froid,32
1880,Limoneux,Brun-Grisatre,Irrigue (Continu),10,Fort (Zezika + NPK),tres froid,26
1881,Limoneux,Orange / Rouge,Pluvial,12,Moyen (Zezika Omby),froid,17
1882,Sableux,Brun-Grisatre,Pluvial,10,Nul,très chaud,10
1883,Limoneux,Noiratre (Rich),Pluvial,7,Moyen (Zezika Omby),froid,12
1884,Limoneux,Noiratre (Rich),Irrigue (Continu),16,Fort (Zezika + NPK),tres froid,28
1885,Argileux (Madity),Orange / Rouge,Irrigue (Continu),16,Moyen (Zezika Omby),humide,41
1886,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),14,Nul,chaud,50
1887,Limoneux,Orange / Rouge,Pluvial,9,Moyen (Zezika Omby),froid,20
1888,Sableux,Orange / Rouge,Irrigue (Continu),17,Moyen (Zezika Omby),humide,24
1889,Argileux (Madity),Noiratre (Rich),Pluvial,20,Nul,froid,33
1890,Limoneux,Orange / Rouge,Irrigue (Continu),14,Nul,humide,27
1891,Limoneux,Orange / Rouge,Pluvial,19,Moyen (Zezika Omby),humide,32
1892,Argileux (Madity),Noiratre (Rich),Pluvial,20,Fort (Zezika + NPK),très chaud,39
1893,Limoneux,Brun-Grisatre,Pluvial,19,Fort (Zezika + NPK),humide,29
1894,Limoneux,Noiratre (Rich),Pluvial,18,Nul,très chaud,26
1895,Limoneux,Orange / Rouge,Irrigue (Continu),14,Nul,froid,16
1896,Argileux (Madity),Orange / Rouge,Pluvial,20,Moyen (Zezika Omby),froid,29
1897,Argileux (Madity),Noiratre (Rich),Pluvial,16,Moyen (Zezika Omby),humide,37
1898,Limoneux,Orange / Rouge,Irrigue (Continu),12,Moyen (Zezika Omby),froid,26
1899,Limoneux,Brun-Grisatre,Pluvial,16,Nul,humide,10
1900,Argileux (Madity),Brun-Grisatre,Pluvial,6,Nul,très chaud,10
1901,Limoneux,Noiratre (Rich),Pluvial,20,Nul,chaud,36
1902,Sableux,Noiratre (Rich),Irrigue (Continu),20,Nul,humide,33
1903,Sableux,Noiratre (Rich),Pluvial,11,Moyen (Zezika Omby),chaud,31
1904,Limoneux,Noiratre (Rich),Pluvial,18,Nul,humide,32
1905,Limoneux,Brun-Grisatre,Irrigue (Continu),6,Moyen (Zezika Omby),humide,26
1906,Argileux (Madity),Orange / Rouge,Irrigue (Continu),13,Fort (Zezika + NPK),chaud,50
1907,Limoneux,Orange / Rouge,Pluvial,18,Fort (Zezika + NPK),humide,36
1908,Limoneux,Orange / Rouge,Irrigue (Continu),20,Fort (Zezika + NPK),humide,39
1909,Limoneux,Brun-Grisatre,Irrigue (Continu),18,Fort (Zezika + NPK),chaud,38
1910,Limoneux,Orange / Rouge,Irrigue (Continu),10,Nul,humide,17
1911,Argileux (Madity),Orange / Rouge,Pluvial,5,Moyen (Zezika Omby),chaud,34
1912,Sableux,Noiratre (Rich),Pluvial,13,Nul,froid,11
1913,Limoneux,Brun-Grisatre,Pluvial,9,Nul,tres froid,10
1914,Sableux,Orange / Rouge,Irrigue (Continu),8,Moyen (Zezika Omby),très chaud,25
1915,Argileux (Madity),Orange / Rouge,Irrigue (Continu),10,Moyen (Zezika Omby),tres froid,24
1916,Argileux (Madity),Orange / Rouge,Pluvial,14,Nul,tres froid,10
1917,Sableux,Noiratre (Rich),Pluvial,10,Moyen (Zezika Omby),tres froid,10
1918,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),19,Fort (Zezika + NPK),humide,47
1919,Sableux,Brun-Grisatre,Pluvial,15,Moyen (Zezika Omby),très chaud,26
1920,Argileux (Madity),Noiratre (Rich),Pluvial,13,Moyen (Zezika Omby),tres froid,32
1921,Argileux (Madity),Orange / Rouge,Irrigue (Continu),11,Fort (Zezika + NPK),très chaud,40
1922,Argileux (Madity),Orange / Rouge,Pluvial,7,Nul,tres froid,10
1923,Sableux,Noiratre (Rich),Pluvial,9,Moyen (Zezika Omby),froid,15
1924,Argileux (Madity),Noiratre (Rich),Pluvial,5,Moyen (Zezika Omby),humide,31
1925,Argileux (Madity),Brun-Grisatre,Pluvial,17,Moyen (Zezika Omby),très chaud,35
1926,Sableux,Brun-Grisatre,Pluvial,14,Fort (Zezika + NPK),froid,21
1927,Sableux,Brun-Grisatre,Irrigue (Continu),16,Moyen (Zezika Omby),humide,21
1928,Limoneux,Orange / Rouge,Irrigue (Continu),14,Moyen (Zezika Omby),très chaud,28
1929,Argileux (Madity),Orange / Rouge,Pluvial,20,Moyen (Zezika Omby),tres froid,27
1930,Limoneux,Brun-Grisatre,Irrigue (Continu),7,Fort (Zezika + NPK),chaud,41
1931,Argileux (Madity),Orange / Rouge,Pluvial,20,Fort (Zezika + NPK),tres froid,50
1932,Sableux,Brun-Grisatre,Irrigue (Continu),9,Moyen (Zezika Omby),chaud,31
1933,Sableux,Brun-Grisatre,Pluvial,16,Moyen (Zezika Omby),froid,15
1934,Argileux (Madity),Orange / Rouge,Pluvial,5,Nul,chaud,23
1935,Sableux,Orange / Rouge,Irrigue (Continu),7,Nul,chaud,12
1936,Argileux (Madity),Noiratre (Rich),Pluvial,14,Fort (Zezika + NPK),froid,36
1937,Sableux,Brun-Grisatre,Pluvial,9,Fort (Zezika + NPK),très chaud,18
1938,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),12,Nul,humide,32
1939,Limoneux,Noiratre (Rich),Irrigue (Continu),6,Nul,froid,19
1940,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),11,Nul,chaud,48
1941,Argileux (Madity),Noiratre (Rich),Pluvial,12,Fort (Zezika + NPK),humide,32
1942,Argileux (Madity),Brun-Grisatre,Pluvial,11,Fort (Zezika + NPK),froid,31
1943,Limoneux,Brun-Grisatre,Pluvial,11,Fort (Zezika + NPK),froid,28
1944,Sableux,Noiratre (Rich),Pluvial,15,Nul,froid,19
1945,Argileux (Madity),Orange / Rouge,Pluvial,9,Moyen (Zezika Omby),humide,34
1946,Sableux,Orange / Rouge,Pluvial,8,Moyen (Zezika Omby),tres froid,10
1947,Limoneux,Brun-Grisatre,Pluvial,16,Moyen (Zezika Omby),chaud,32
1948,Sableux,Noiratre (Rich),Irrigue (Continu),8,Moyen (Zezika Omby),chaud,44
1949,Sableux,Orange / Rouge,Pluvial,9,Moyen (Zezika Omby),froid,10
1950,Limoneux,Orange / Rouge,Pluvial,15,Moyen (Zezika Omby),humide,23
1951,Limoneux,Orange / Rouge,Irrigue (Continu),12,Nul,humide,22
1952,Limoneux,Orange / Rouge,Irrigue (Continu),20,Moyen (Zezika Omby),chaud,44
1953,Sableux,Orange / Rouge,Pluvial,6,Nul,froid,10
1954,Limoneux,Orange / Rouge,Irrigue (Continu),20,Moyen (Zezika Omby),humide,26
1955,Sableux,Noiratre (Rich),Pluvial,11,Moyen (Zezika Omby),froid,10
1956,Argileux (Madity),Orange / Rouge,Irrigue (Continu),13,Fort (Zezika + NPK),très chaud,46
1957,Argileux (Madity),Brun-Grisatre,Pluvial,20,Fort (Zezika + NPK),chaud,50
1958,Sableux,Orange / Rouge,Irrigue (Continu),9,Fort (Zezika + NPK),tres froid,12
1959,Limoneux,Noiratre (Rich),Irrigue (Continu),6,Fort (Zezika + NPK),froid,30
1960,Sableux,Brun-Grisatre,Irrigue (Continu),14,Fort (Zezika + NPK),tres froid,23
1961,Limoneux,Orange / Rouge,Irrigue (Continu),8,Nul,chaud,33
1962,Sableux,Orange / Rouge,Pluvial,15,Moyen (Zezika Omby),tres froid,10
1963,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),18,Fort (Zezika + NPK),humide,42
1964,Sableux,Brun-Grisatre,Pluvial,7,Nul,chaud,13
1965,Limoneux,Brun-Grisatre,Irrigue (Continu),17,Nul,froid,18
1966,Sableux,Orange / Rouge,Pluvial,10,Moyen (Zezika Omby),tres froid,10
1967,Limoneux,Noiratre (Rich),Pluvial,18,Nul,froid,21
1968,Sableux,Brun-Grisatre,Irrigue (Continu),9,Nul,chaud,27
1969,Sableux,Orange / Rouge,Irrigue (Continu),6,Fort (Zezika + NPK),tres froid,10
1970,Sableux,Noiratre (Rich),Pluvial,8,Nul,tres froid,10
1971,Sableux,Orange / Rouge,Pluvial,14,Nul,humide,13
1972,Sableux,Noiratre (Rich),Irrigue (Continu),8,Fort (Zezika + NPK),chaud,49
1973,Limoneux,Orange / Rouge,Pluvial,10,Moyen (Zezika Omby),humide,25
1974,Sableux,Brun-Grisatre,Irrigue (Continu),16,Moyen (Zezika Omby),tres froid,20
1975,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),19,Moyen (Zezika Omby),tres froid,49
1976,Sableux,Noiratre (Rich),Pluvial,13,Moyen (Zezika Omby),très chaud,25
1977,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),20,Fort (Zezika + NPK),froid,50
1978,Limoneux,Brun-Grisatre,Pluvial,18,Moyen (Zezika Omby),chaud,32
1979,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),11,Moyen (Zezika Omby),chaud,47
1980,Sableux,Orange / Rouge,Irrigue (Continu),16,Nul,humide,20
1981,Sableux,Orange / Rouge,Pluvial,10,Fort (Zezika + NPK),froid,12
1982,Argileux (Madity),Orange / Rouge,Irrigue (Continu),18,Moyen (Zezika Omby),froid,33
1983,Sableux,Orange / Rouge,Irrigue (Continu),8,Nul,chaud,20
1984,Sableux,Brun-Grisatre,Pluvial,15,Moyen (Zezika Omby),froid,21
1985,Limoneux,Noiratre (Rich),Pluvial,19,Fort (Zezika + NPK),froid,29
1986,Limoneux,Orange / Rouge,Irrigue (Continu),20,Nul,tres froid,10
1987,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),20,Fort (Zezika + NPK),tres froid,38
1988,Sableux,Noiratre (Rich),Irrigue (Continu),17,Nul,très chaud,32
1989,Limoneux,Orange / Rouge,Pluvial,9,Nul,tres froid,11
1990,Argileux (Madity),Orange / Rouge,Irrigue (Continu),16,Moyen (Zezika Omby),tres froid,38
1991,Sableux,Noiratre (Rich),Pluvial,13,Nul,froid,21
1992,Argileux (Madity),Orange / Rouge,Pluvial,9,Moyen (Zezika Omby),froid,28
1993,Argileux (Madity),Noiratre (Rich),Pluvial,6,Fort (Zezika + NPK),très chaud,21
1994,Limoneux,Orange / Rouge,Pluvial,15,Moyen (Zezika Omby),humide,26
1995,Argileux (Madity),Orange / Rouge,Pluvial,17,Nul,chaud,34
1996,Argileux (Madity),Orange / Rouge,Pluvial,11,Moyen (Zezika Omby),chaud,43
1997,Limoneux,Noiratre (Rich),Irrigue (Continu),16,Nul,très chaud,32
1998,Limoneux,Orange / Rouge,Irrigue (Continu),10,Moyen (Zezika Omby),tres froid,30
1999,Argileux (Madity),Orange / Rouge,Pluvial,15,Fort (Zezika + NPK),chaud,40
2000,Sableux,Brun-Grisatre,Irrigue (Continu),11,Fort (Zezika + NPK),froid,11
